cell_filename,image_id,cell_id,cell_type,wbc_category
BloodImage_004_05.jpg,4,5,RBC,
BloodImage_004_06.jpg,4,6,RBC,
BloodImage_004_07.jpg,4,7,RBC,
BloodImage_004_08.jpg,4,8,RBC,
BloodImage_004_09.jpg,4,9,RBC,
BloodImage_004_10.jpg,4,10,RBC,
BloodImage_004_11.jpg,4,11,RBC,
BloodImage_004_12.jpg,4,12,Platelets,
BloodImage_005_00.jpg,5,0,RBC,
BloodImage_005_01.jpg,5,1,RBC,
BloodImage_005_02.jpg,5,2,RBC,
BloodImage_005_03.jpg,5,3,RBC,
BloodImage_005_04.jpg,5,4,RBC,
BloodImage_005_05.jpg,5,5,RBC,
BloodImage_005_06.jpg,5,6,RBC,
BloodImage_005_07.jpg,5,7,RBC,
BloodImage_005_08.jpg,5,8,RBC,
BloodImage_005_09.jpg,5,9,RBC,
BloodImage_005_10.jpg,5,10,RBC,
BloodImage_005_11.jpg,5,11,RBC,
BloodImage_005_12.jpg,5,12,RBC,
BloodImage_005_13.jpg,5,13,RBC,
BloodImage_005_14.jpg,5,14,RBC,
BloodImage_005_15.jpg,5,15,RBC,
BloodImage_005_16.jpg,5,16,Platelets,
BloodImage_005_17.jpg,5,17,Platelets,
BloodImage_005_18.jpg,5,18,Platelets,
BloodImage_005_19.jpg,5,19,WBC,NEUTROPHIL
BloodImage_005_20.jpg,5,20,RBC,
BloodImage_005_21.jpg,5,21,RBC,
BloodImage_006_00.jpg,6,0,WBC,NEUTROPHIL
BloodImage_006_01.jpg,6,1,Platelets,
BloodImage_006_02.jpg,6,2,Platelets,
BloodImage_006_03.jpg,6,3,Platelets,
BloodImage_006_04.jpg,6,4,RBC,
BloodImage_006_05.jpg,6,5,RBC,
BloodImage_006_06.jpg,6,6,RBC,
BloodImage_006_07.jpg,6,7,RBC,
BloodImage_006_08.jpg,6,8,RBC,
BloodImage_006_09.jpg,6,9,RBC,
BloodImage_006_10.jpg,6,10,RBC,
BloodImage_006_11.jpg,6,11,RBC,
BloodImage_006_12.jpg,6,12,RBC,
BloodImage_006_13.jpg,6,13,RBC,
BloodImage_006_14.jpg,6,14,RBC,
BloodImage_006_15.jpg,6,15,RBC,
BloodImage_006_16.jpg,6,16,RBC,
BloodImage_006_17.jpg,6,17,RBC,
BloodImage_007_00.jpg,7,0,WBC,NEUTROPHIL
BloodImage_007_01.jpg,7,1,RBC,
BloodImage_007_02.jpg,7,2,RBC,
BloodImage_007_03.jpg,7,3,RBC,
BloodImage_007_04.jpg,7,4,RBC,
BloodImage_007_05.jpg,7,5,RBC,
BloodImage_007_06.jpg,7,6,RBC,
BloodImage_007_07.jpg,7,7,RBC,
BloodImage_007_08.jpg,7,8,RBC,
BloodImage_007_09.jpg,7,9,RBC,
BloodImage_007_10.jpg,7,10,RBC,
BloodImage_007_11.jpg,7,11,RBC,
BloodImage_007_12.jpg,7,12,RBC,
BloodImage_007_13.jpg,7,13,RBC,
BloodImage_007_14.jpg,7,14,RBC,
BloodImage_007_15.jpg,7,15,RBC,
BloodImage_007_16.jpg,7,16,RBC,
BloodImage_007_17.jpg,7,17,RBC,
BloodImage_008_00.jpg,8,0,WBC,BASOPHIL
BloodImage_008_01.jpg,8,1,RBC,
BloodImage_008_02.jpg,8,2,RBC,
BloodImage_008_03.jpg,8,3,RBC,
BloodImage_008_04.jpg,8,4,RBC,
BloodImage_008_05.jpg,8,5,RBC,
BloodImage_008_06.jpg,8,6,RBC,
BloodImage_008_07.jpg,8,7,RBC,
BloodImage_008_08.jpg,8,8,RBC,
BloodImage_008_09.jpg,8,9,RBC,
BloodImage_008_10.jpg,8,10,RBC,
BloodImage_008_11.jpg,8,11,RBC,
BloodImage_008_12.jpg,8,12,RBC,
BloodImage_008_13.jpg,8,13,RBC,
BloodImage_008_14.jpg,8,14,RBC,
BloodImage_008_15.jpg,8,15,RBC,
BloodImage_008_16.jpg,8,16,RBC,
BloodImage_008_17.jpg,8,17,RBC,
BloodImage_008_18.jpg,8,18,RBC,
BloodImage_008_19.jpg,8,19,RBC,
BloodImage_009_00.jpg,9,0,WBC,EOSINOPHIL
BloodImage_009_01.jpg,9,1,RBC,
BloodImage_009_02.jpg,9,2,RBC,
BloodImage_009_03.jpg,9,3,RBC,
BloodImage_009_04.jpg,9,4,RBC,
BloodImage_009_05.jpg,9,5,RBC,
BloodImage_009_06.jpg,9,6,RBC,
BloodImage_009_07.jpg,9,7,RBC,
BloodImage_009_08.jpg,9,8,RBC,
BloodImage_009_09.jpg,9,9,RBC,
BloodImage_009_10.jpg,9,10,RBC,
BloodImage_009_11.jpg,9,11,RBC,
BloodImage_009_12.jpg,9,12,RBC,
BloodImage_009_13.jpg,9,13,RBC,
BloodImage_009_14.jpg,9,14,RBC,
BloodImage_009_15.jpg,9,15,Platelets,
BloodImage_009_16.jpg,9,16,RBC,
BloodImage_009_17.jpg,9,17,RBC,
BloodImage_010_00.jpg,10,0,WBC,"NEUTROPHIL, EOSINOPHIL"
BloodImage_010_01.jpg,10,1,WBC,"NEUTROPHIL, EOSINOPHIL"
BloodImage_010_02.jpg,10,2,RBC,
BloodImage_010_03.jpg,10,3,RBC,
BloodImage_010_04.jpg,10,4,RBC,
BloodImage_010_05.jpg,10,5,RBC,
BloodImage_010_06.jpg,10,6,RBC,
BloodImage_010_07.jpg,10,7,RBC,
BloodImage_010_08.jpg,10,8,RBC,
BloodImage_010_09.jpg,10,9,RBC,
BloodImage_010_10.jpg,10,10,RBC,
BloodImage_010_11.jpg,10,11,RBC,
BloodImage_010_12.jpg,10,12,RBC,
BloodImage_010_13.jpg,10,13,RBC,
BloodImage_010_14.jpg,10,14,RBC,
BloodImage_010_15.jpg,10,15,RBC,
BloodImage_010_16.jpg,10,16,RBC,
BloodImage_010_17.jpg,10,17,RBC,
BloodImage_011_00.jpg,11,0,WBC,NEUTROPHIL
BloodImage_011_01.jpg,11,1,RBC,
BloodImage_011_02.jpg,11,2,RBC,
BloodImage_011_03.jpg,11,3,RBC,
BloodImage_011_04.jpg,11,4,RBC,
BloodImage_011_05.jpg,11,5,RBC,
BloodImage_011_06.jpg,11,6,RBC,
BloodImage_011_07.jpg,11,7,RBC,
BloodImage_011_08.jpg,11,8,RBC,
BloodImage_011_09.jpg,11,9,RBC,
BloodImage_011_10.jpg,11,10,RBC,
BloodImage_011_11.jpg,11,11,RBC,
BloodImage_011_12.jpg,11,12,RBC,
BloodImage_011_13.jpg,11,13,RBC,
BloodImage_011_14.jpg,11,14,RBC,
BloodImage_011_15.jpg,11,15,RBC,
BloodImage_011_16.jpg,11,16,Platelets,
BloodImage_011_17.jpg,11,17,RBC,
BloodImage_011_18.jpg,11,18,RBC,
BloodImage_012_00.jpg,12,0,WBC,NEUTROPHIL
BloodImage_012_01.jpg,12,1,RBC,
BloodImage_012_02.jpg,12,2,RBC,
BloodImage_012_03.jpg,12,3,RBC,
BloodImage_012_04.jpg,12,4,RBC,
BloodImage_012_05.jpg,12,5,RBC,
BloodImage_012_06.jpg,12,6,RBC,
BloodImage_012_07.jpg,12,7,RBC,
BloodImage_012_08.jpg,12,8,RBC,
BloodImage_012_09.jpg,12,9,RBC,
BloodImage_012_10.jpg,12,10,RBC,
BloodImage_012_11.jpg,12,11,RBC,
BloodImage_012_12.jpg,12,12,RBC,
BloodImage_012_13.jpg,12,13,RBC,
BloodImage_012_14.jpg,12,14,Platelets,
BloodImage_012_15.jpg,12,15,Platelets,
BloodImage_012_16.jpg,12,16,RBC,
BloodImage_012_17.jpg,12,17,RBC,
BloodImage_012_18.jpg,12,18,RBC,
BloodImage_013_00.jpg,13,0,WBC,NEUTROPHIL
BloodImage_013_01.jpg,13,1,RBC,
BloodImage_013_02.jpg,13,2,RBC,
BloodImage_013_03.jpg,13,3,RBC,
BloodImage_013_04.jpg,13,4,RBC,
BloodImage_013_05.jpg,13,5,RBC,
BloodImage_013_06.jpg,13,6,RBC,
BloodImage_013_07.jpg,13,7,RBC,
BloodImage_013_08.jpg,13,8,RBC,
BloodImage_013_09.jpg,13,9,RBC,
BloodImage_013_10.jpg,13,10,RBC,
BloodImage_013_11.jpg,13,11,RBC,
BloodImage_013_12.jpg,13,12,RBC,
BloodImage_013_13.jpg,13,13,RBC,
BloodImage_013_14.jpg,13,14,RBC,
BloodImage_014_00.jpg,14,0,WBC,NEUTROPHIL
BloodImage_014_01.jpg,14,1,RBC,
BloodImage_014_02.jpg,14,2,RBC,
BloodImage_014_03.jpg,14,3,RBC,
BloodImage_014_04.jpg,14,4,RBC,
BloodImage_014_05.jpg,14,5,RBC,
BloodImage_014_06.jpg,14,6,RBC,
BloodImage_014_07.jpg,14,7,RBC,
BloodImage_014_08.jpg,14,8,RBC,
BloodImage_014_09.jpg,14,9,RBC,
BloodImage_014_10.jpg,14,10,RBC,
BloodImage_014_11.jpg,14,11,RBC,
BloodImage_014_12.jpg,14,12,RBC,
BloodImage_014_13.jpg,14,13,RBC,
BloodImage_014_14.jpg,14,14,Platelets,
BloodImage_014_15.jpg,14,15,Platelets,
BloodImage_014_16.jpg,14,16,RBC,
BloodImage_014_17.jpg,14,17,RBC,
BloodImage_014_18.jpg,14,18,RBC,
BloodImage_015_00.jpg,15,0,WBC,MONOCYTE
BloodImage_015_01.jpg,15,1,RBC,
BloodImage_015_02.jpg,15,2,RBC,
BloodImage_015_03.jpg,15,3,RBC,
BloodImage_015_04.jpg,15,4,RBC,
BloodImage_015_05.jpg,15,5,RBC,
BloodImage_015_06.jpg,15,6,RBC,
BloodImage_015_07.jpg,15,7,RBC,
BloodImage_015_08.jpg,15,8,RBC,
BloodImage_015_09.jpg,15,9,RBC,
BloodImage_015_10.jpg,15,10,RBC,
BloodImage_015_11.jpg,15,11,RBC,
BloodImage_015_12.jpg,15,12,RBC,
BloodImage_015_13.jpg,15,13,RBC,
BloodImage_015_14.jpg,15,14,Platelets,
BloodImage_015_15.jpg,15,15,RBC,
BloodImage_016_00.jpg,16,0,WBC,NEUTROPHIL
BloodImage_016_01.jpg,16,1,RBC,
BloodImage_016_02.jpg,16,2,RBC,
BloodImage_016_03.jpg,16,3,RBC,
BloodImage_016_04.jpg,16,4,RBC,
BloodImage_016_05.jpg,16,5,RBC,
BloodImage_016_06.jpg,16,6,RBC,
BloodImage_016_07.jpg,16,7,RBC,
BloodImage_016_08.jpg,16,8,RBC,
BloodImage_016_09.jpg,16,9,RBC,
BloodImage_016_10.jpg,16,10,RBC,
BloodImage_016_11.jpg,16,11,RBC,
BloodImage_016_12.jpg,16,12,Platelets,
BloodImage_017_00.jpg,17,0,WBC,EOSINOPHIL
BloodImage_017_01.jpg,17,1,RBC,
BloodImage_017_02.jpg,17,2,RBC,
BloodImage_017_03.jpg,17,3,RBC,
BloodImage_017_04.jpg,17,4,RBC,
BloodImage_017_05.jpg,17,5,RBC,
BloodImage_017_06.jpg,17,6,RBC,
BloodImage_017_07.jpg,17,7,RBC,
BloodImage_017_08.jpg,17,8,RBC,
BloodImage_017_09.jpg,17,9,RBC,
BloodImage_017_10.jpg,17,10,RBC,
BloodImage_017_11.jpg,17,11,RBC,
BloodImage_017_12.jpg,17,12,RBC,
BloodImage_017_13.jpg,17,13,RBC,
BloodImage_017_14.jpg,17,14,RBC,
BloodImage_017_15.jpg,17,15,RBC,
BloodImage_017_16.jpg,17,16,RBC,
BloodImage_017_17.jpg,17,17,Platelets,
BloodImage_018_00.jpg,18,0,WBC,NEUTROPHIL
BloodImage_018_01.jpg,18,1,RBC,
BloodImage_018_02.jpg,18,2,RBC,
BloodImage_018_03.jpg,18,3,RBC,
BloodImage_018_04.jpg,18,4,RBC,
BloodImage_018_05.jpg,18,5,RBC,
BloodImage_018_06.jpg,18,6,RBC,
BloodImage_018_07.jpg,18,7,RBC,
BloodImage_018_08.jpg,18,8,RBC,
BloodImage_018_09.jpg,18,9,RBC,
BloodImage_018_10.jpg,18,10,RBC,
BloodImage_018_11.jpg,18,11,RBC,
BloodImage_018_12.jpg,18,12,RBC,
BloodImage_018_13.jpg,18,13,RBC,
BloodImage_018_14.jpg,18,14,RBC,
BloodImage_018_15.jpg,18,15,RBC,
BloodImage_018_16.jpg,18,16,RBC,
BloodImage_018_17.jpg,18,17,RBC,
BloodImage_018_18.jpg,18,18,RBC,
BloodImage_018_19.jpg,18,19,RBC,
BloodImage_018_20.jpg,18,20,RBC,
BloodImage_018_21.jpg,18,21,RBC,
BloodImage_019_00.jpg,19,0,WBC,NEUTROPHIL
BloodImage_019_01.jpg,19,1,RBC,
BloodImage_019_02.jpg,19,2,RBC,
BloodImage_019_03.jpg,19,3,RBC,
BloodImage_019_04.jpg,19,4,RBC,
BloodImage_019_05.jpg,19,5,RBC,
BloodImage_019_06.jpg,19,6,RBC,
BloodImage_019_07.jpg,19,7,RBC,
BloodImage_019_08.jpg,19,8,RBC,
BloodImage_019_09.jpg,19,9,RBC,
BloodImage_019_10.jpg,19,10,RBC,
BloodImage_019_11.jpg,19,11,RBC,
BloodImage_019_12.jpg,19,12,RBC,
BloodImage_019_13.jpg,19,13,RBC,
BloodImage_019_14.jpg,19,14,RBC,
BloodImage_019_15.jpg,19,15,RBC,
BloodImage_019_16.jpg,19,16,RBC,
BloodImage_020_00.jpg,20,0,Platelets,
BloodImage_020_01.jpg,20,1,WBC,LYMPHOCYTE
BloodImage_020_02.jpg,20,2,RBC,
BloodImage_020_03.jpg,20,3,RBC,
BloodImage_020_04.jpg,20,4,RBC,
BloodImage_020_05.jpg,20,5,RBC,
BloodImage_020_06.jpg,20,6,RBC,
BloodImage_020_07.jpg,20,7,RBC,
BloodImage_020_08.jpg,20,8,Platelets,
BloodImage_020_09.jpg,20,9,RBC,
BloodImage_020_10.jpg,20,10,RBC,
BloodImage_020_11.jpg,20,11,RBC,
BloodImage_020_12.jpg,20,12,RBC,
BloodImage_020_13.jpg,20,13,RBC,
BloodImage_020_14.jpg,20,14,RBC,
BloodImage_020_15.jpg,20,15,RBC,
BloodImage_020_16.jpg,20,16,RBC,
BloodImage_020_17.jpg,20,17,RBC,
BloodImage_020_18.jpg,20,18,RBC,
BloodImage_020_19.jpg,20,19,RBC,
BloodImage_020_20.jpg,20,20,RBC,
BloodImage_020_21.jpg,20,21,RBC,
BloodImage_020_22.jpg,20,22,Platelets,
BloodImage_021_00.jpg,21,0,WBC,LYMPHOCYTE
BloodImage_021_01.jpg,21,1,Platelets,
BloodImage_021_02.jpg,21,2,Platelets,
BloodImage_021_03.jpg,21,3,RBC,
BloodImage_021_04.jpg,21,4,RBC,
BloodImage_021_05.jpg,21,5,RBC,
BloodImage_021_06.jpg,21,6,RBC,
BloodImage_021_07.jpg,21,7,RBC,
BloodImage_021_08.jpg,21,8,RBC,
BloodImage_021_09.jpg,21,9,RBC,
BloodImage_021_10.jpg,21,10,RBC,
BloodImage_021_11.jpg,21,11,RBC,
BloodImage_021_12.jpg,21,12,RBC,
BloodImage_021_13.jpg,21,13,RBC,
BloodImage_021_14.jpg,21,14,RBC,
BloodImage_021_15.jpg,21,15,RBC,
BloodImage_021_16.jpg,21,16,RBC,
BloodImage_021_17.jpg,21,17,RBC,
BloodImage_021_18.jpg,21,18,RBC,
BloodImage_022_00.jpg,22,0,WBC,NEUTROPHIL
BloodImage_022_01.jpg,22,1,Platelets,
BloodImage_022_02.jpg,22,2,Platelets,
BloodImage_022_03.jpg,22,3,Platelets,
BloodImage_022_04.jpg,22,4,RBC,
BloodImage_022_05.jpg,22,5,RBC,
BloodImage_022_06.jpg,22,6,RBC,
BloodImage_022_07.jpg,22,7,RBC,
BloodImage_022_08.jpg,22,8,RBC,
BloodImage_022_09.jpg,22,9,RBC,
BloodImage_022_10.jpg,22,10,RBC,
BloodImage_022_11.jpg,22,11,RBC,
BloodImage_022_12.jpg,22,12,RBC,
BloodImage_022_13.jpg,22,13,RBC,
BloodImage_022_14.jpg,22,14,RBC,
BloodImage_022_15.jpg,22,15,RBC,
BloodImage_023_00.jpg,23,0,WBC,EOSINOPHIL
BloodImage_023_01.jpg,23,1,RBC,
BloodImage_023_02.jpg,23,2,RBC,
BloodImage_023_03.jpg,23,3,RBC,
BloodImage_023_04.jpg,23,4,RBC,
BloodImage_023_05.jpg,23,5,RBC,
BloodImage_023_06.jpg,23,6,RBC,
BloodImage_023_07.jpg,23,7,RBC,
BloodImage_023_08.jpg,23,8,RBC,
BloodImage_023_09.jpg,23,9,RBC,
BloodImage_023_10.jpg,23,10,RBC,
BloodImage_023_11.jpg,23,11,RBC,
BloodImage_023_12.jpg,23,12,RBC,
BloodImage_023_13.jpg,23,13,RBC,
BloodImage_023_14.jpg,23,14,Platelets,
BloodImage_023_15.jpg,23,15,RBC,
BloodImage_023_16.jpg,23,16,RBC,
BloodImage_023_17.jpg,23,17,RBC,
BloodImage_024_00.jpg,24,0,WBC,NEUTROPHIL
BloodImage_024_01.jpg,24,1,RBC,
BloodImage_024_02.jpg,24,2,RBC,
BloodImage_024_03.jpg,24,3,RBC,
BloodImage_024_04.jpg,24,4,RBC,
BloodImage_024_05.jpg,24,5,RBC,
BloodImage_024_06.jpg,24,6,RBC,
BloodImage_024_07.jpg,24,7,RBC,
BloodImage_024_08.jpg,24,8,RBC,
BloodImage_024_09.jpg,24,9,RBC,
BloodImage_024_10.jpg,24,10,RBC,
BloodImage_024_11.jpg,24,11,RBC,
BloodImage_024_12.jpg,24,12,RBC,
BloodImage_024_13.jpg,24,13,RBC,
BloodImage_024_14.jpg,24,14,RBC,
BloodImage_024_15.jpg,24,15,RBC,
BloodImage_026_00.jpg,26,0,WBC,EOSINOPHIL
BloodImage_026_01.jpg,26,1,RBC,
BloodImage_026_02.jpg,26,2,RBC,
BloodImage_026_03.jpg,26,3,RBC,
BloodImage_026_04.jpg,26,4,RBC,
BloodImage_026_05.jpg,26,5,RBC,
BloodImage_026_06.jpg,26,6,RBC,
BloodImage_026_07.jpg,26,7,RBC,
BloodImage_026_08.jpg,26,8,RBC,
BloodImage_026_09.jpg,26,9,RBC,
BloodImage_026_10.jpg,26,10,RBC,
BloodImage_026_11.jpg,26,11,RBC,
BloodImage_026_12.jpg,26,12,RBC,
BloodImage_026_13.jpg,26,13,RBC,
BloodImage_026_14.jpg,26,14,RBC,
BloodImage_026_15.jpg,26,15,RBC,
BloodImage_026_16.jpg,26,16,RBC,
BloodImage_026_17.jpg,26,17,Platelets,
BloodImage_026_18.jpg,26,18,Platelets,
BloodImage_028_00.jpg,28,0,WBC,EOSINOPHIL
BloodImage_028_01.jpg,28,1,RBC,
BloodImage_028_02.jpg,28,2,RBC,
BloodImage_028_03.jpg,28,3,RBC,
BloodImage_028_04.jpg,28,4,RBC,
BloodImage_028_05.jpg,28,5,RBC,
BloodImage_028_06.jpg,28,6,RBC,
BloodImage_028_07.jpg,28,7,RBC,
BloodImage_028_08.jpg,28,8,RBC,
BloodImage_028_09.jpg,28,9,RBC,
BloodImage_028_10.jpg,28,10,RBC,
BloodImage_028_11.jpg,28,11,RBC,
BloodImage_028_12.jpg,28,12,RBC,
BloodImage_028_13.jpg,28,13,RBC,
BloodImage_028_14.jpg,28,14,RBC,
BloodImage_028_15.jpg,28,15,RBC,
BloodImage_028_16.jpg,28,16,RBC,
BloodImage_028_17.jpg,28,17,RBC,
BloodImage_028_18.jpg,28,18,RBC,
BloodImage_028_19.jpg,28,19,RBC,
BloodImage_028_20.jpg,28,20,RBC,
BloodImage_028_21.jpg,28,21,RBC,
BloodImage_029_00.jpg,29,0,WBC,NEUTROPHIL
BloodImage_029_01.jpg,29,1,Platelets,
BloodImage_029_02.jpg,29,2,RBC,
BloodImage_029_03.jpg,29,3,RBC,
BloodImage_029_04.jpg,29,4,RBC,
BloodImage_029_05.jpg,29,5,RBC,
BloodImage_029_06.jpg,29,6,RBC,
BloodImage_029_07.jpg,29,7,RBC,
BloodImage_029_08.jpg,29,8,RBC,
BloodImage_029_09.jpg,29,9,RBC,
BloodImage_029_10.jpg,29,10,RBC,
BloodImage_029_11.jpg,29,11,RBC,
BloodImage_029_12.jpg,29,12,RBC,
BloodImage_029_13.jpg,29,13,RBC,
BloodImage_029_14.jpg,29,14,RBC,
BloodImage_029_15.jpg,29,15,RBC,
BloodImage_029_16.jpg,29,16,RBC,
BloodImage_029_17.jpg,29,17,RBC,
BloodImage_029_18.jpg,29,18,RBC,
BloodImage_029_19.jpg,29,19,RBC,
BloodImage_029_20.jpg,29,20,RBC,
BloodImage_029_21.jpg,29,21,RBC,
BloodImage_029_22.jpg,29,22,RBC,
BloodImage_029_23.jpg,29,23,RBC,
BloodImage_030_00.jpg,30,0,WBC,NEUTROPHIL
BloodImage_030_01.jpg,30,1,RBC,
BloodImage_030_02.jpg,30,2,RBC,
BloodImage_030_03.jpg,30,3,RBC,
BloodImage_030_04.jpg,30,4,RBC,
BloodImage_030_05.jpg,30,5,RBC,
BloodImage_030_06.jpg,30,6,RBC,
BloodImage_030_07.jpg,30,7,RBC,
BloodImage_030_08.jpg,30,8,RBC,
BloodImage_030_09.jpg,30,9,RBC,
BloodImage_030_10.jpg,30,10,RBC,
BloodImage_030_11.jpg,30,11,RBC,
BloodImage_030_12.jpg,30,12,RBC,
BloodImage_030_13.jpg,30,13,RBC,
BloodImage_030_14.jpg,30,14,RBC,
BloodImage_030_15.jpg,30,15,RBC,
BloodImage_030_16.jpg,30,16,RBC,
BloodImage_030_17.jpg,30,17,RBC,
BloodImage_030_18.jpg,30,18,RBC,
BloodImage_030_19.jpg,30,19,RBC,
BloodImage_030_20.jpg,30,20,RBC,
BloodImage_030_21.jpg,30,21,Platelets,
BloodImage_030_22.jpg,30,22,Platelets,
BloodImage_030_23.jpg,30,23,Platelets,
BloodImage_030_24.jpg,30,24,RBC,
BloodImage_031_00.jpg,31,0,WBC,"NEUTROPHIL,NEUTROPHIL"
BloodImage_031_01.jpg,31,1,WBC,"NEUTROPHIL,NEUTROPHIL"
BloodImage_031_02.jpg,31,2,RBC,
BloodImage_031_03.jpg,31,3,RBC,
BloodImage_031_04.jpg,31,4,RBC,
BloodImage_031_05.jpg,31,5,RBC,
BloodImage_031_06.jpg,31,6,RBC,
BloodImage_031_07.jpg,31,7,RBC,
BloodImage_031_08.jpg,31,8,RBC,
BloodImage_031_09.jpg,31,9,RBC,
BloodImage_031_10.jpg,31,10,RBC,
BloodImage_031_11.jpg,31,11,RBC,
BloodImage_031_12.jpg,31,12,RBC,
BloodImage_031_13.jpg,31,13,Platelets,
BloodImage_031_14.jpg,31,14,Platelets,
BloodImage_031_15.jpg,31,15,Platelets,
BloodImage_031_16.jpg,31,16,Platelets,
BloodImage_031_17.jpg,31,17,RBC,
BloodImage_031_18.jpg,31,18,RBC,
BloodImage_031_19.jpg,31,19,RBC,
BloodImage_031_20.jpg,31,20,RBC,
BloodImage_031_21.jpg,31,21,RBC,
BloodImage_031_22.jpg,31,22,RBC,
BloodImage_031_23.jpg,31,23,RBC,
BloodImage_032_00.jpg,32,0,WBC,NEUTROPHIL
BloodImage_032_01.jpg,32,1,RBC,
BloodImage_032_02.jpg,32,2,RBC,
BloodImage_032_03.jpg,32,3,RBC,
BloodImage_032_04.jpg,32,4,RBC,
BloodImage_032_05.jpg,32,5,RBC,
BloodImage_032_06.jpg,32,6,RBC,
BloodImage_032_07.jpg,32,7,RBC,
BloodImage_032_08.jpg,32,8,RBC,
BloodImage_032_09.jpg,32,9,RBC,
BloodImage_032_10.jpg,32,10,RBC,
BloodImage_032_11.jpg,32,11,RBC,
BloodImage_032_12.jpg,32,12,RBC,
BloodImage_032_13.jpg,32,13,RBC,
BloodImage_032_14.jpg,32,14,RBC,
BloodImage_032_15.jpg,32,15,RBC,
BloodImage_032_16.jpg,32,16,RBC,
BloodImage_032_17.jpg,32,17,RBC,
BloodImage_032_18.jpg,32,18,RBC,
BloodImage_032_19.jpg,32,19,RBC,
BloodImage_032_20.jpg,32,20,RBC,
BloodImage_032_21.jpg,32,21,RBC,
BloodImage_032_22.jpg,32,22,RBC,
BloodImage_032_23.jpg,32,23,RBC,
BloodImage_032_24.jpg,32,24,Platelets,
BloodImage_033_00.jpg,33,0,WBC,NEUTROPHIL
